,f1,accuracy,precision,recall,dataset,model
215,0.8091023218656082,0.809153713298791,0.8094869804108935,0.809153713298791,p2s,fc
216,0.8264247410256659,0.8264248704663213,0.8264258441713399,0.8264248704663213,p2s,fc
217,0.8476315789473684,0.8480138169257341,0.8515413843080418,0.8480138169257341,p2s,fc
218,0.7855555555555556,0.7858376511226253,0.7873496522998588,0.7858376511226253,p2s,fc
219,0.7950799046952735,0.7953367875647669,0.7968251588919535,0.7953367875647668,p2s,fc
220,0.9131194180351483,0.9136442141623489,0.9238860307940613,0.9136442141623489,p2s,xxxs_p2s
221,0.9113575984990618,0.9119170984455959,0.9225863509365715,0.9119170984455959,p2s,xxxs_p2s
222,0.9113575984990618,0.9119170984455959,0.9225863509365715,0.9119170984455959,p2s,xxxs_p2s
223,0.9113575984990618,0.9119170984455959,0.9225863509365715,0.9119170984455959,p2s,xxxs_p2s
224,0.9122386944232049,0.9127806563039723,0.9232352581355517,0.9127806563039724,p2s,xxxs_p2s
225,0.9131194180351483,0.9136442141623489,0.9238860307940613,0.9136442141623489,p2s,xxxs_p2s
226,0.9095942732229936,0.9101899827288429,0.9212940978232564,0.9101899827288429,p2s,xxxs_p2s
227,0.9131194180351483,0.9136442141623489,0.9238860307940613,0.9136442141623489,p2s,xxxs_p2s
228,0.9104761261413404,0.9110535405872193,0.9219393004115226,0.9110535405872193,p2s,xxxs_p2s
229,0.9113575984990618,0.9119170984455959,0.9225863509365715,0.9119170984455959,p2s,xxxs_p2s
230,0.8773451485857501,0.8773747841105354,0.8777398579349511,0.8773747841105355,p2s,xxxs1
231,0.8324652777777778,0.8324697754749568,0.8325054817201414,0.8324697754749568,p2s,xxxs1
232,0.8825337060717173,0.8825561312607945,0.8828484857530934,0.8825561312607945,p2s,xxxs1
233,0.846220646559056,0.846286701208981,0.8468827035991215,0.846286701208981,p2s,xxxs1
234,0.8720556617295747,0.8721934369602763,0.8738035392768659,0.8721934369602764,p2s,xxxs1
235,0.8557676602314299,0.8557858376511226,0.855965285073059,0.8557858376511227,p2s,xxxs1
236,0.8747817760539442,0.8747841105354058,0.8748120614767791,0.874784110535406,p2s,xxxs1
237,0.8531842155505704,0.853195164075993,0.8533005511113233,0.8531951640759932,p2s,xxxs1
238,0.8591744327367927,0.8592400690846287,0.8599110622325292,0.8592400690846287,p2s,xxxs1
239,0.8773744183271686,0.8773747841105354,0.8773792868925566,0.8773747841105355,p2s,xxxs1
240,0.949892120788906,0.9499136442141624,0.95068800143427,0.9499136442141624,p2s,xxxs
241,0.9559466896612943,0.9559585492227979,0.956450071667463,0.955958549222798,p2s,xxxs
242,0.9619812264024236,0.9620034542314335,0.9630864356255064,0.9620034542314335,p2s,xxxs
243,0.8995924737709182,0.8998272884283247,0.9036027762304091,0.8998272884283247,p2s,xxxs
244,0.8987516393840773,0.8989637305699482,0.9023349136063916,0.8989637305699482,p2s,xxxs
245,0.948184055485122,0.9481865284974094,0.948272106976314,0.9481865284974094,p2s,xxxs
246,0.9680397552444684,0.968048359240069,0.9685529144768275,0.968048359240069,p2s,xxxs
247,0.8767867258520385,0.8773747841105354,0.8847193628531722,0.8773747841105354,p2s,xxxs
248,0.873375135186955,0.8739205526770294,0.8804759230874296,0.8739205526770293,p2s,xxxs
249,0.9602705315162653,0.9602763385146805,0.9605455983524601,0.9602763385146805,p2s,xxxs
